city,body_type,transmission,ownerno,brand,model,modelyear,price,insurance_validity,fuel_type,seats,kms_driven,mileage
Delhi,SUV,Manual,2,Ford,Ford Ecosport,2018,7.26,Zero Dep,Petrol,5,36206.0,17.0
Delhi,MUV,Manual,1,Toyota,Toyota Innova Crysta,2017,16.5,Comprehensive,Diesel,8,48011.0,13.68
Delhi,Hatchback,Manual,2,Maruti,Maruti Baleno,2019,6.88,Comprehensive,Petrol,5,86919.0,21.4
Delhi,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz AMG G 63,2022,3.95,Comprehensive,Petrol,5,4000.0,18.9
Delhi,Sedan,Manual,2,Honda,Honda Amaze,2014,3.65,Comprehensive,CNG,5,69650.0,18.0
Delhi,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,2018,6.27,Third Party,Petrol,5,41051.0,19.44
Delhi,MUV,Automatic,1,Toyota,Toyota Innova Crysta,2019,17.99,Comprehensive,Diesel,7,52011.0,11.36
Delhi,Hatchback,Manual,1,Hyundai,Hyundai i10,2013,3.35,Comprehensive,Petrol,5,52439.0,19.81
Delhi,Sedan,Automatic,2,Maruti,Maruti Ciaz,2014,5.28,Comprehensive,Petrol,5,82347.0,19.12
Delhi,SUV,Automatic,2,Audi,Audi Q7,2014,18.99,Comprehensive,Diesel,7,52001.0,12.07
Delhi,Sedan,Manual,1,Maruti,Maruti Ciaz,2014,5.11,Third Party,Petrol,5,97249.0,20.73
Delhi,SUV,Automatic,1,Audi,Audi Q7,2023,93.0,Comprehensive,Petrol,7,11800.0,18.9
Delhi,SUV,Manual,1,Tata,Tata New Safari,2022,20.99,Comprehensive,Diesel,6,5700.0,16.14
Delhi,SUV,Automatic,1,Tata,Tata New Safari,2021,19.5,Comprehensive,Diesel,7,52011.0,14.08
Delhi,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2018,8.49,Third Party insurance,Diesel,5,52368.0,24.3
Delhi,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2020,79.5,Comprehensive,Diesel,5,33500.0,18.9
Delhi,Sedan,Manual,1,Honda,Honda Amaze,2020,5.0,Third Party insurance,Petrol,5,80000.0,18.6
Delhi,SUV,Manual,2,Honda,Honda WR-V,2017,5.25,Third Party insurance,Diesel,5,85162.0,25.5
Delhi,MUV,Automatic,1,Maruti,Maruti Ertiga,2017,7.75,Third Party insurance,Petrol,7,83863.0,17.03
Delhi,SUV,Automatic,1,BMW,BMW X7,2019,1.1,Comprehensive,Petrol,7,9500.0,10.54
Delhi,Hatchback,Manual,1,Honda,Honda Jazz,2016,4.86,Zero Dep,Petrol,5,62526.0,18.7
Delhi,Hatchback,Manual,1,Maruti,Maruti Swift,2018,4.5,Third Party insurance,Petrol,5,40000.0,22.0
Delhi,SUV,Manual,1,Renault,Renault Duster,2019,9.89,Zero Dep,Diesel,5,35331.0,19.87
Delhi,SUV,Automatic,1,Land Rover,Land Rover Discovery Sport,2020,55.5,Comprehensive,Diesel,7,40000.0,18.9
Delhi,SUV,Automatic,1,Audi,Audi Q3 Sportback,2023,51.0,Third Party insurance,Petrol,5,10000.0,18.9
Delhi,Hatchback,Manual,1,Hyundai,Hyundai Santro,2019,5.26,Zero Dep,Petrol,5,14893.0,20.3
Delhi,Hatchback,Manual,2,Maruti,Maruti Wagon R,2011,1.7,Third Party insurance,Petrol,5,110000.0,18.9
Delhi,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,2021,1.55,Comprehensive,Diesel,5,7900.0,13.5
Delhi,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,4.34,Zero Dep,Petrol,5,55215.0,18.9
Delhi,Sedan,Manual,1,Honda,Honda City,2014,3.0,Third Party insurance,Petrol,5,100000.0,17.4
Delhi,Sedan,Manual,1,Hyundai,Hyundai Verna,2021,11.03,Third Party,Diesel,5,49930.0,25.0
Delhi,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2017,6.45,Third Party insurance,Diesel,5,54000.0,24.3
Delhi,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz AMG A 35,2021,51.5,Third Party,Petrol,5,1200.0,18.9
Delhi,SUV,Automatic,1,Audi,Audi Q2,2020,27.9,Third Party,Petrol,5,7000.0,18.9
Delhi,MUV,Manual,1,Maruti,Maruti Ertiga,2021,11.0,Third Party insurance,CNG,7,40000.0,26.08
Delhi,SUV,Automatic,3,Mercedes-Benz,Mercedes-Benz M-Class,2014,15.7,Comprehensive,Diesel,5,83000.0,15.26
Delhi,Hatchback,Manual,2,Hyundai,Hyundai i10,2011,1.3,Third Party insurance,Petrol,5,60000.0,20.36
Delhi,Sedan,Manual,1,Maruti,Maruti Swift Dzire Tour,2018,3.0,Third Party insurance,CNG,5,100000.0,26.55
Delhi,Hatchback,Manual,2,Hyundai,Hyundai i10,2009,85.0,Third Party insurance,Petrol,5,60000.0,20.36
Delhi,SUV,Automatic,1,Volvo,Volvo XC40,2020,37.5,Comprehensive,Petrol,5,25000.0,18.9
Delhi,Sedan,Manual,1,Honda,Honda Amaze,2015,4.22,Third Party,Petrol,5,67593.0,18.0
Delhi,SUV,Automatic,1,Hyundai,Hyundai Creta,2020,15.0,Third Party insurance,Diesel,5,50000.0,18.5
Delhi,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,4.95,Comprehensive,Petrol,5,88882.0,21.4
Delhi,Sedan,Manual,1,Toyota,Toyota Corolla Altis,2016,8.15,Comprehensive,Petrol,5,78986.0,14.28
Delhi,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,2.15,Third Party insurance,Diesel,5,100000.0,23.4
Delhi,Hatchback,Manual,2,Hyundai,Hyundai i20 Active,2015,5.02,Comprehensive,Petrol,5,24727.0,17.19
Delhi,SUV,Automatic,3,Audi,Audi Q3,2014,8.0,Third Party insurance,Diesel,5,70000.0,15.73
Delhi,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,2019,1.59,Comprehensive,Petrol,4,34000.0,7.08
Delhi,Hatchback,Automatic,1,Honda,Honda Jazz,2017,5.65,Comprehensive,Petrol,5,79328.0,19.0
Delhi,Hatchback,Manual,1,Maruti,Maruti Alto K10,2017,2.8,Third Party insurance,Petrol,5,50000.0,23.95
Delhi,Hatchback,Manual,2,Maruti,Maruti Baleno,2017,5.24,Third Party insurance,Petrol,5,62113.0,21.4
Delhi,SUV,Manual,1,Hyundai,Hyundai Creta,2023,16.5,Comprehensive,Petrol,5,2300.0,18.9
Delhi,Sedan,Automatic,3,Toyota,Toyota Corolla Altis,2013,4.5,Third Party insurance,Petrol,5,120000.0,14.53
Delhi,Hatchback,Manual,2,Tata,Tata Tiago,2018,3.15,Third Party insurance,Diesel,5,120000.0,27.28
Delhi,Sedan,Automatic,3,Toyota,Toyota Corolla Altis,2013,4.5,Third Party insurance,Petrol,5,120000.0,14.53
Delhi,SUV,Automatic,1,Volvo,Volvo XC40,2022,44.0,Comprehensive,Petrol,5,5000.0,18.9
Delhi,SUV,Manual,2,Hyundai,Hyundai Creta,2021,11.2,Third Party insurance,Petrol,5,10000.0,18.9
Delhi,Sedan,Manual,2,Hyundai,Hyundai Verna,2018,7.5,Third Party insurance,Petrol,5,60000.0,17.0
Delhi,Hatchback,Manual,1,Maruti,Maruti Baleno,2021,6.35,Third Party insurance,Petrol,5,30000.0,21.01
Delhi,SUV,Manual,1,Jeep,Jeep Compass,2018,11.1,Comprehensive,Diesel,5,67000.0,17.1
Delhi,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,4.5,Zero Dep,Petrol,5,86183.0,18.9
Delhi,Sedan,Manual,1,Toyota,Toyota Etios,2013,2.6,Third Party insurance,Diesel,5,70000.0,23.59
Delhi,Hatchback,Manual,1,Maruti,Maruti Swift,2013,3.46,Third Party,Petrol,5,88991.0,22.38
Delhi,SUV,Automatic,2,BMW,BMW X4,2019,52.6,Comprehensive,Diesel,5,18000.0,16.55
Delhi,SUV,Automatic,1,Jeep,Jeep Compass,2019,14.75,Comprehensive,Petrol,5,55000.0,14.1
Delhi,Hatchback,Manual,1,Maruti,Maruti S-Presso,2021,4.79,Third Party,CNG,4,62657.0,31.2
Delhi,Hatchback,Automatic,1,Renault,Renault KWID,2017,3.0,Comprehensive,Petrol,5,16452.0,24.04
Delhi,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz CLA,2017,24.75,Comprehensive,Petrol,5,40000.0,15.04
Delhi,Hatchback,Manual,1,Tata,Tata Tiago,2022,7.4,Zero Dep,CNG,5,31029.0,26.49
Delhi,Hatchback,Manual,2,Maruti,Maruti Swift,2018,4.5,Third Party insurance,Petrol,5,40000.0,22.0
Delhi,Hatchback,Manual,2,Hyundai,Hyundai i20,2014,4.03,Comprehensive,Petrol,5,46724.0,18.5
Delhi,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2011,7.5,Third Party insurance,Petrol,5,86000.0,14.74
Delhi,SUV,Manual,1,Mahindra,Mahindra XUV500,2015,8.0,Third Party insurance,Diesel,7,40000.0,16.0
Delhi,Sedan,Automatic,1,Toyota,Toyota Camry,2015,14.25,Third Party insurance,Petrol,5,80000.0,19.16
Delhi,Sedan,Automatic,1,Toyota,Toyota Camry,2015,14.25,Third Party insurance,Petrol,5,70000.0,19.16
Delhi,Sedan,Manual,1,Honda,Honda City,2016,6.6,Comprehensive,Petrol,5,60000.0,17.4
Delhi,Hatchback,Manual,1,Maruti,Maruti Wagon R,2009,1.5,Third Party insurance,Petrol,5,60000.0,18.9
Delhi,MUV,Manual,1,Maruti,Maruti Ertiga,2021,11.0,Third Party insurance,CNG,7,40000.0,26.08
Delhi,Hatchback,Manual,4,Maruti,Maruti Celerio,2015,2.2,Third Party insurance,Diesel,5,80000.0,27.62
Delhi,SUV,Automatic,1,Ford,Ford Endeavour,2019,28.0,Comprehensive,Diesel,7,90000.0,10.91
Delhi,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2021,6.76,Third Party,CNG,5,71727.0,18.9
Delhi,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2013,11.25,Comprehensive,Diesel,5,73000.0,14.21
Delhi,SUV,Manual,1,Honda,Honda WR-V,2017,6.86,Third Party insurance,Petrol,5,85482.0,17.5
Delhi,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLA,2016,23.0,Comprehensive,Petrol,5,54500.0,12.33
Delhi,Hatchback,Manual,2,Maruti,Maruti Celerio,2016,2.6,Third Party insurance,CNG,5,60000.0,31.79
Delhi,Sedan,Manual,1,Hyundai,Hyundai Verna,2017,7.98,Zero Dep,Petrol,5,89581.0,17.01
Delhi,Sedan,Automatic,2,Skoda,Skoda Rapid,2014,2.75,Third Party insurance,Petrol,5,110000.0,14.3
Delhi,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLS,2016,48.9,Comprehensive,Diesel,7,79500.0,11.0
Delhi,Sedan,Manual,2,Toyota,Toyota Etios,2011,2.5,Third Party,Petrol,5,69164.0,17.6
Delhi,SUV,Automatic,1,Honda,Honda CR-V,2016,14.5,Comprehensive,Petrol,5,28000.0,13.7
Delhi,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2018,7.87,Comprehensive,Diesel,5,66175.0,24.3
Delhi,SUV,Automatic,2,Porsche,Porsche Macan,2020,75.0,Comprehensive,Petrol,5,22000.0,18.9
Delhi,Sedan,Manual,1,Tata,Tata Tigor,2017,4.85,Comprehensive,Petrol,5,47001.0,20.3
Delhi,SUV,Automatic,1,Toyota,Toyota Fortuner,2016,17.15,Comprehensive,Diesel,7,145000.0,15.04
Delhi,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2021,61.0,Comprehensive,Petrol,5,19000.0,15.0
Delhi,Sedan,Automatic,2,Audi,Audi A4,2015,12.0,Third Party insurance,Diesel,5,43600.0,17.11
Delhi,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,4.25,Comprehensive,Petrol,5,63521.0,25.0
Delhi,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2021,7.0,Comprehensive,Petrol,5,18021.0,22.41
Delhi,Hatchback,Manual,1,Maruti,Maruti Wagon R,2008,61.0,Third Party insurance,Petrol,5,90000.0,17.3
Delhi,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz G,2021,2.45,Comprehensive,Diesel,5,38000.0,8.13
Delhi,Hatchback,Manual,1,Ford,Ford Figo,2021,7.11,Third Party,Petrol,5,39076.0,18.5
Delhi,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2020,52.5,Comprehensive,Petrol,5,36000.0,12.74
Delhi,Hatchback,Manual,1,Maruti,Maruti Celerio,2018,4.23,Zero Dep,CNG,5,106848.0,35.6
Delhi,MUV,Manual,1,Toyota,Toyota Innova Crysta,2017,15.0,Third Party insurance,Diesel,7,105000.0,13.68
Delhi,Convertibles,Automatic,2,Mini,Mini Cooper Convertible,2020,44.5,Third Party insurance,Petrol,4,6500.0,16.72
Delhi,Hatchback,Manual,2,Hyundai,Hyundai i10,2010,1.4,Third Party insurance,Petrol,5,111237.0,20.36
Delhi,Hatchback,Automatic,2,Volkswagen,Volkswagen Polo,2018,7.15,Third Party insurance,Petrol,5,70000.0,17.21
Delhi,SUV,Automatic,2,Volvo,Volvo XC 90,2015,10.75,Comprehensive,Diesel,7,95000.0,11.1
Delhi,SUV,Manual,1,Nissan,Nissan Magnite,2022,8.37,Comprehensive,Petrol,5,13278.0,18.75
Delhi,SUV,Automatic,2,Mahindra,Mahindra Thar,2022,16.5,Third Party,Diesel,4,35000.0,18.9
Delhi,SUV,Manual,1,Nissan,Nissan Magnite,2022,8.94,Third Party,Petrol,5,12255.0,20.0
Delhi,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLS,2017,62.5,Comprehensive,Petrol,7,68000.0,8.9
Delhi,SUV,Manual,1,Tata,Tata Hexa,2019,9.5,Third Party insurance,Diesel,7,67000.0,17.6
Delhi,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,6.5,Comprehensive,Diesel,5,37000.0,27.39
Delhi,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,43.99,Comprehensive,Petrol,5,8000.0,11.9
Delhi,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2017,5.95,Third Party insurance,Diesel,5,54000.0,23.65
Delhi,Sedan,Manual,1,Honda,Honda City,2014,4.99,Third Party insurance,Diesel,5,120000.0,25.1
Delhi,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2010,1.5,Third Party insurance,Petrol,5,70000.0,17.5
Delhi,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2022,63.0,Comprehensive,Petrol,5,17000.0,12.74
Delhi,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLS,2016,52.0,Comprehensive,Diesel,7,45000.0,11.0
Delhi,Hatchback,Manual,1,Maruti,Maruti Celerio,2018,4.59,Third Party insurance,Petrol,5,19717.0,25.24
Delhi,Sedan,Automatic,1,BMW,BMW 3 Series Gran Limousine,2021,51.9,Comprehensive,Petrol,5,20000.0,15.3
Delhi,Hatchback,Manual,1,Maruti,Maruti Alto K10,2017,3.32,Third Party,Petrol,5,35495.0,24.39
Delhi,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLA Class,2016,21.9,Comprehensive,Petrol,5,25000.0,13.7
Delhi,SUV,Automatic,1,Jeep,Jeep Compass,2018,15.5,Third Party insurance,Petrol,5,27401.0,16.0
Delhi,Hatchback,Manual,1,Maruti,Maruti S-Presso,2019,4.27,Comprehensive,Petrol,5,15981.0,21.7
Delhi,SUV,Automatic,1,MG,MG Hector,2022,19.0,Comprehensive,Petrol,5,7500.0,18.9
Delhi,Sedan,Automatic,1,Audi,Audi A4,2022,42.0,Comprehensive,Petrol,5,6300.0,18.9
Delhi,Hatchback,Manual,1,Hyundai,Hyundai i10,2011,1.83,Third Party,Petrol,5,73052.0,20.36
Delhi,Sedan,Automatic,1,Honda,Honda City,2014,5.71,Comprehensive,Petrol,5,61000.0,18.0
Delhi,SUV,Manual,1,Tata,Tata Punch,2021,8.06,Third Party,Petrol,5,15036.0,20.09
Delhi,Sedan,Automatic,1,BMW,BMW 5 Series,2015,17.0,Comprehensive,Diesel,5,94000.0,20.37
Delhi,Sedan,Manual,1,Hyundai,Hyundai Xcent,2018,5.25,Third Party insurance,Petrol,5,39000.0,20.14
Delhi,SUV,Manual,3,Mahindra,Mahindra KUV 100,2016,2.5,Third Party insurance,Petrol,6,90000.0,18.15
Delhi,Hatchback,Manual,1,Skoda,Skoda Fabia,2011,1.2,Third Party insurance,Petrol,5,90000.0,16.25
Delhi,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLS,2017,55.5,Third Party insurance,Diesel,7,44000.0,11.0
Delhi,Hatchback,Manual,2,Maruti,Maruti Wagon R,2006,60.0,Third Party insurance,Petrol,5,120000.0,18.9
Delhi,Hatchback,Manual,1,Renault,Renault KWID,2018,2.65,Third Party insurance,Petrol,5,30000.0,25.17
Delhi,SUV,Automatic,1,Volvo,Volvo XC60,2021,61.5,Comprehensive,Petrol,5,4900.0,11.2
Delhi,Hatchback,Automatic,2,Mini,Mini Cooper,2015,19.75,Comprehensive,Petrol,5,36000.0,19.23
Delhi,Hatchback,Manual,1,Maruti,Maruti Ignis,2022,5.19,Comprehensive,Petrol,5,4975.0,20.89
Delhi,Hatchback,Manual,2,Maruti,Maruti Alto 800,2014,2.49,Comprehensive,CNG,5,48000.0,30.46
Delhi,MUV,Manual,1,Renault,Renault Triber,2021,5.58,Third Party,Petrol,7,36758.0,20.0
Delhi,Sedan,Automatic,1,BMW,BMW 3 Series Gran Limousine,2022,55.9,Comprehensive,Petrol,5,3500.0,15.3
Delhi,SUV,Automatic,1,Renault,Renault Kiger,2022,10.25,Third Party insurance,Petrol,5,10000.0,18.24
Delhi,SUV,Manual,1,Nissan,Nissan Magnite,2021,6.98,Comprehensive,Petrol,5,61882.0,18.75
Delhi,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2011,2.75,Comprehensive,Petrol,5,66000.0,17.0
Delhi,SUV,Automatic,1,Land Rover,Land Rover Discovery Sport,2018,39.5,Comprehensive,Petrol,7,46000.0,12.81
Delhi,Hatchback,Manual,1,Maruti,Maruti Ignis,2021,5.24,Comprehensive,Petrol,5,6088.0,20.89
Delhi,Hatchback,Automatic,1,Hyundai,Hyundai i20,2018,6.75,Comprehensive,Petrol,5,23000.0,17.4
Delhi,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,5.46,Zero Dep,Petrol,5,41732.0,21.4
Delhi,Sedan,Automatic,2,BMW,BMW 5 Series,2018,36.85,Comprehensive,Diesel,5,55000.0,22.48
Delhi,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2019,7.75,Comprehensive,Diesel,5,51000.0,24.3
Delhi,Hatchback,Manual,1,Hyundai,Hyundai EON,2015,2.45,Comprehensive,Petrol,5,38000.0,21.1
Delhi,SUV,Manual,1,Mahindra,Mahindra XUV500,2016,10.0,Third Party insurance,Diesel,7,60000.0,16.0
Delhi,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2016,30.9,Comprehensive,Diesel,5,75000.0,17.9
Delhi,SUV,Automatic,3,Audi,Audi Q5,2014,13.0,Comprehensive,Diesel,5,92000.0,14.16
Delhi,Hatchback,Manual,3,Honda,Honda Jazz,2009,95.0,Third Party insurance,Petrol,5,90000.0,16.0
Delhi,SUV,Automatic,2,Audi,Audi Q5,2013,13.0,Comprehensive,Diesel,5,92000.0,14.16
Delhi,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,5.95,Third Party insurance,Petrol,5,49010.0,18.6
Delhi,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,5.92,Third Party,Petrol,5,26089.0,21.4
Delhi,SUV,Manual,1,Mahindra,Mahindra Scorpio,2014,5.2,Third Party insurance,Diesel,7,54000.0,15.4
Delhi,Hatchback,Manual,1,Maruti,Maruti Alto K10,2018,3.52,Comprehensive,Petrol,5,37302.0,24.39
Delhi,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz CLA,2018,25.5,Comprehensive,Diesel,5,42000.0,17.9
Delhi,Hatchback,Automatic,1,Maruti,Maruti Baleno,2021,8.9,Comprehensive,Petrol,5,37000.0,21.4
Delhi,Hatchback,Manual,1,Maruti,Maruti Alto 800,2015,2.58,Third Party,Petrol,5,36483.0,22.05
Delhi,Sedan,Automatic,1,Hyundai,Hyundai Elantra,2015,7.75,Comprehensive,Petrol,5,62000.0,14.62
Delhi,SUV,Manual,1,Hyundai,Hyundai Creta,2019,10.95,Third Party insurance,Petrol,5,38010.0,15.8
Delhi,Hatchback,Automatic,2,Maruti,Maruti Celerio,2018,4.75,Comprehensive,Petrol,5,35123.0,23.1
Delhi,Sedan,Automatic,1,Honda,Honda City,2016,8.0,Comprehensive,Petrol,5,43000.0,18.0
Delhi,SUV,Manual,2,Ford,Ford Ecosport,2019,7.38,Third Party insurance,Diesel,5,25154.0,23.0
Delhi,Sedan,Automatic,1,BMW,BMW 5 Series,2020,56.0,Comprehensive,Diesel,5,10000.0,20.37
Delhi,SUV,Automatic,2,Tata,Tata Harrier,2021,18.5,Comprehensive,Diesel,5,30600.0,14.6
Delhi,SUV,Manual,1,Hyundai,Hyundai Venue,2020,7.75,Third Party insurance,Petrol,5,55000.0,17.52
Delhi,SUV,Automatic,2,Mahindra,Mahindra Thar,2021,15.5,Comprehensive,Petrol,4,14500.0,18.9
Delhi,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLS,2017,49.5,Comprehensive,Diesel,7,80000.0,11.0
Delhi,Sedan,Automatic,1,Hyundai,Hyundai Elantra,2013,5.75,Comprehensive,Petrol,5,76000.0,14.5
Delhi,Sedan,Automatic,1,Honda,Honda Amaze,2018,6.75,Third Party insurance,Petrol,5,58000.0,18.3
Delhi,SUV,Automatic,1,Kia,Kia Seltos,2020,16.5,Third Party insurance,Petrol,5,34000.0,16.2
Delhi,SUV,Automatic,1,Audi,Audi Q7,2019,66.75,Third Party insurance,Diesel,7,25000.0,14.75
Delhi,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,5.68,Comprehensive,Petrol,5,25367.0,21.4
Delhi,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2016,23.5,Comprehensive,Petrol,5,29000.0,15.04
Delhi,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,5.48,Third Party,Petrol,5,27240.0,21.4
Delhi,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,2015,51.5,Comprehensive,Petrol,5,55000.0,7.81
Delhi,SUV,Manual,1,Hyundai,Hyundai Creta,2020,11.5,Comprehensive,Diesel,5,28000.0,18.9
Delhi,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,5.03,Comprehensive,Petrol,5,20755.0,21.4
Delhi,,Automatic,1,Toyota,Toyota Vellfire,2023,1.19,Comprehensive,Petrol,7,10500.0,18.9
Delhi,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz AMG G 63,2023,4.15,Comprehensive,Petrol,5,3500.0,18.9
Delhi,Hatchback,Manual,1,Maruti,Maruti Swift,2014,3.79,Comprehensive,Petrol,5,56722.0,22.0
Delhi,SUV,Automatic,2,Honda,Honda CR-V,2013,9.25,Third Party insurance,Petrol,5,81000.0,11.1
Delhi,Hatchback,Manual,1,Maruti,Maruti A-Star,2011,1.97,Comprehensive,Petrol,5,55566.0,19.0
Delhi,Sedan,Automatic,1,Audi,Audi A6,2020,48.25,Third Party insurance,Petrol,5,5500.0,14.11
Delhi,SUV,Manual,1,Hyundai,Hyundai Creta,2023,17.75,Comprehensive,Diesel,5,4000.0,18.9
Delhi,Sedan,Automatic,1,Hyundai,Hyundai Verna,2023,16.5,Comprehensive,Petrol,5,950.0,20.6
Delhi,SUV,Manual,1,Mahindra,Mahindra Bolero Power Plus,2017,5.4,Third Party insurance,Diesel,7,71000.0,16.5
Delhi,MUV,Manual,1,Toyota,Toyota Innova Crysta,2019,18.4,Third Party insurance,Diesel,8,28000.0,13.68
Delhi,Sedan,Manual,1,Hyundai,Hyundai Verna,2018,8.85,Comprehensive,Petrol,5,35000.0,17.0
Delhi,SUV,Automatic,1,Jeep,Jeep Compass,2020,18.0,Third Party insurance,Petrol,5,80000.0,14.01
Delhi,Sedan,Automatic,2,Maruti,Maruti Ciaz,2016,6.0,Third Party insurance,Petrol,5,60000.0,19.12
Delhi,SUV,Manual,1,Mahindra,Mahindra XUV300,2021,9.65,Third Party insurance,Petrol,5,12710.0,17.0
Delhi,Hatchback,Manual,1,Maruti,Maruti Wagon R,2011,2.08,Comprehensive,Petrol,5,64694.0,18.9
Delhi,Sedan,Automatic,2,BMW,BMW 3 Series,2019,26.5,Comprehensive,Diesel,5,67510.0,22.69
Delhi,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,5.28,Comprehensive,Petrol,5,21867.0,18.9
Delhi,SUV,Automatic,2,BMW,BMW X5,2022,87.65,Comprehensive,Diesel,5,18000.0,13.38
Delhi,Sedan,Automatic,1,Audi,Audi A3,2018,21.75,Comprehensive,Petrol,5,78010.0,19.2
Delhi,Hatchback,Manual,1,Tata,Tata Tiago,2021,5.55,Comprehensive,Petrol,5,36247.0,20.09
Delhi,SUV,Automatic,1,Jeep,Jeep Wrangler,2022,62.0,Comprehensive,Petrol,5,3106.0,12.1
Delhi,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLC,2020,51.75,Comprehensive,Petrol,5,40000.0,12.74
Delhi,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,6.22,Comprehensive,Petrol,5,55566.0,21.01
Delhi,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2016,19.75,Comprehensive,Petrol,5,91000.0,15.04
Delhi,SUV,Manual,1,Nissan,Nissan Magnite,2021,7.33,Zero Dep,Petrol,5,46318.0,18.75
Delhi,Sedan,Manual,1,Maruti,Maruti Ciaz,2023,10.75,Comprehensive,Petrol,5,7359.0,20.65
Delhi,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2022,59.99,Comprehensive,Diesel,5,35060.0,18.9
Delhi,SUV,Automatic,1,BMW,BMW X1,2020,31.0,Comprehensive,Diesel,5,22060.0,17.05
Delhi,Sedan,Automatic,1,BMW,BMW 3 Series GT,2017,31.0,Comprehensive,Petrol,5,68060.0,15.34
Delhi,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2017,6.99,Comprehensive,Diesel,5,27000.0,24.3
Delhi,Sedan,Manual,2,Hyundai,Hyundai Accent,2010,80.0,Third Party insurance,Petrol,5,53000.0,13.2
Delhi,Sedan,Manual,1,Honda,Honda Amaze,2013,2.5,Third Party insurance,Diesel,5,50000.0,25.8
Delhi,Sedan,Manual,4,Toyota,Toyota Corolla Altis,2010,2.4,Third Party insurance,CNG,5,120000.0,14.53
Delhi,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,39.65,Comprehensive,Diesel,5,15000.0,12.6
Delhi,Sedan,Manual,1,Honda,Honda City,2015,5.78,Comprehensive,Petrol,5,99373.0,17.4
Delhi,SUV,Manual,1,Ford,Ford Ecosport,2016,2.65,Third Party insurance,Diesel,5,120000.0,22.77
Delhi,Hatchback,Manual,1,Maruti,Maruti Alto 800,2017,3.06,Third Party,Petrol,5,11815.0,22.05
Delhi,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,5.49,Comprehensive,Petrol,5,39412.0,21.21
Delhi,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,4.5,Third Party insurance,Petrol,5,60000.0,21.4
