city,body_type,transmission,ownerno,brand,model,modelyear,price,insurance_validity,fuel_type,seats,kms_driven,mileage
Hyderabad,Hatchback,Automatic,1,Maruti,Maruti Swift,2018,6.75,Third Party insurance,Petrol,5,45911.0,22.56
Hyderabad,Sedan,Manual,1,Honda,Honda City,2016,6.16,Comprehensive,Petrol,5,87335.0,17.8
Hyderabad,SUV,Manual,3,Maruti,Maruti Gypsy,2004,5.5,Third Party insurance,Petrol,8,15600.0,11.96
Hyderabad,SUV,Manual,2,Ford,Ford Ecosport,2018,8.14,Comprehensive,Petrol,5,41108.0,17.0
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,7.5,Third Party insurance,Petrol,5,35545.0,21.4
Hyderabad,Sedan,Manual,1,Hyundai,Hyundai Xcent,2017,4.5,Third Party insurance,Diesel,5,120000.0,24.4
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,4.98,Comprehensive,Petrol,5,54631.0,18.9
Hyderabad,Sedan,Manual,1,Maruti,Maruti Ciaz,2015,6.5,Third Party insurance,Diesel,5,107000.0,26.21
Hyderabad,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2019,5.27,Third Party insurance,Petrol,5,38471.0,18.9
Hyderabad,Hatchback,Manual,2,Maruti,Maruti Wagon R,2015,3.29,Comprehensive,Petrol,5,72393.0,20.51
Hyderabad,Hatchback,Manual,1,Ford,Ford Figo,2015,3.5,Third Party insurance,Petrol,5,58000.0,15.6
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai Santro,2018,5.41,Comprehensive,Petrol,5,20266.0,20.3
Hyderabad,Hatchback,Manual,3,Hyundai,Hyundai i20,2012,3.4,Third Party insurance,Diesel,5,120000.0,21.9
Hyderabad,Hatchback,Manual,2,Hyundai,Hyundai Santro Xing,2008,1.85,Third Party insurance,Petrol,5,90000.0,17.92
Hyderabad,SUV,Manual,1,Hyundai,Hyundai Creta,2017,11.25,Third Party insurance,Diesel,5,84910.0,19.67
Hyderabad,Sedan,Manual,1,Honda,Honda City,2020,10.0,Third Party insurance,Petrol,5,70000.0,17.4
Hyderabad,Hatchback,Manual,2,Mahindra,Mahindra KUV 100 NXT,2018,4.5,Third Party insurance,Diesel,5,120000.0,25.32
Hyderabad,Sedan,Manual,2,Hyundai,Hyundai Xcent,2016,4.45,Third Party insurance,Diesel,5,120000.0,24.4
Hyderabad,SUV,Manual,1,Hyundai,Hyundai Creta,2018,11.95,Comprehensive,Diesel,5,109000.0,19.67
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Celerio,2016,4.4,Third Party insurance,Petrol,5,44000.0,23.1
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Celerio X,2019,5.03,Zero Dep,Petrol,5,44363.0,21.63
Hyderabad,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2018,7.02,Comprehensive,Petrol,5,39461.0,21.21
Hyderabad,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2012,11.75,Third Party insurance,Diesel,5,120000.0,10.0
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,6.9,Comprehensive,Petrol,5,59126.0,21.4
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,5.2,Third Party insurance,Petrol,5,65331.0,18.9
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,6.99,Third Party insurance,Petrol,5,45000.0,21.1
Hyderabad,Hatchback,Manual,2,Maruti,Maruti Swift,2013,4.36,Third Party insurance,Petrol,5,41378.0,22.38
Hyderabad,Sedan,Manual,1,Tata,Tata Manza,2013,2.5,Third Party insurance,Diesel,5,120000.0,21.02
Hyderabad,Sedan,Manual,1,Honda,Honda City,2014,5.02,Comprehensive,Petrol,5,124781.0,17.4
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Swift,2016,5.1,Third Party insurance,Petrol,5,63313.0,22.38
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,6.6,Third Party insurance,Diesel,5,62535.0,27.39
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,5.99,Third Party insurance,Petrol,5,89581.0,21.4
Hyderabad,Sedan,Manual,2,Ford,Ford Fiesta Classic,2011,2.5,Third Party insurance,Diesel,5,120000.0,19.68
Hyderabad,Sedan,Automatic,1,Jaguar,Jaguar XE,2017,34.0,Third Party insurance,Diesel,5,78866.0,13.6
Hyderabad,Sedan,Automatic,2,Volkswagen,Volkswagen Jetta,2014,7.5,Third Party insurance,Diesel,5,120000.0,16.96
Hyderabad,SUV,Manual,1,Mahindra,Mahindra XUV500,2018,15.95,Third Party insurance,Diesel,7,58000.0,15.1
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Wagon R,2012,3.1,Third Party insurance,Petrol,5,90000.0,21.79
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,6.75,Zero Dep,Petrol,5,59000.0,21.1
Hyderabad,Sedan,Automatic,1,Jaguar,Jaguar XJ,2013,35.0,Third Party insurance,Diesel,4,66000.0,10.5
Hyderabad,SUV,Automatic,3,Mercedes-Benz,Mercedes-Benz M-Class,2011,12.0,Third Party insurance,Diesel,5,100000.0,18.9
Hyderabad,Hatchback,Manual,1,Maruti,Maruti S-Presso,2019,3.92,Comprehensive,Petrol,5,99003.0,21.7
Hyderabad,Hatchback,Manual,1,Maruti,Maruti S-Presso,2019,4.01,Third Party insurance,Petrol,5,76003.0,21.7
Hyderabad,SUV,Automatic,1,Audi,Audi Q5,2017,42.0,Third Party insurance,Diesel,5,70000.0,14.16
Hyderabad,Hatchback,Manual,3,Maruti,Maruti Baleno,2017,5.81,Third Party insurance,Petrol,5,101863.0,21.4
Hyderabad,Sedan,Automatic,1,Volkswagen,Volkswagen Vento,2018,9.09,Comprehensive,Diesel,5,107344.0,22.15
Hyderabad,SUV,Automatic,3,Mercedes-Benz,Mercedes-Benz M-Class,2011,24.0,Third Party insurance,Diesel,5,100000.0,18.9
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,5.43,Third Party insurance,Petrol,5,56129.0,18.9
Hyderabad,MUV,Manual,1,Maruti,Maruti Ertiga,2019,11.0,Comprehensive,Diesel,7,70599.0,24.52
Hyderabad,Sedan,Automatic,1,Honda,Honda Amaze,2018,7.43,Comprehensive,Diesel,5,97208.0,23.8
Hyderabad,Sedan,Manual,2,Skoda,Skoda Rapid,2020,9.97,Third Party,Petrol,5,53509.0,18.97
Hyderabad,SUV,Manual,1,Jeep,Jeep Compass,2017,15.99,Third Party insurance,Diesel,5,52000.0,17.1
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai i20,2021,8.11,Third Party insurance,Petrol,5,97621.0,21.0
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai i10,2009,2.5,Third Party insurance,Petrol,5,113000.0,19.81
Hyderabad,MUV,Manual,1,Toyota,Toyota Innova,2008,6.5,Third Party insurance,Diesel,8,152000.0,12.8
Hyderabad,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2018,9.75,Third Party insurance,Diesel,5,78000.0,25.1
Hyderabad,Sedan,Automatic,1,Audi,Audi A4,2011,11.99,Third Party insurance,Diesel,5,93000.0,16.55
Hyderabad,Sedan,Manual,1,Mercedes-Benz,Mercedes-Benz S-Class,2001,9.99,Third Party insurance,Petrol,5,48000.0,13.0
Hyderabad,MUV,Manual,1,Chevrolet,Chevrolet Enjoy,2013,5.25,Third Party insurance,Diesel,7,55000.0,18.2
Hyderabad,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2012,4.2,Third Party insurance,Diesel,5,131852.0,19.3
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Swift,2021,6.0,Third Party insurance,Petrol,5,20000.0,21.21
Hyderabad,SUV,Manual,1,Renault,Renault Duster,2019,9.96,Third Party insurance,Diesel,5,44416.0,19.6
Hyderabad,Hatchback,Manual,3,Honda,Honda Brio,2012,3.11,Comprehensive,Petrol,5,69408.0,19.4
Hyderabad,SUV,Manual,1,Volkswagen,Volkswagen Taigun,2022,17.0,Third Party insurance,Petrol,5,10000.0,20.08
Hyderabad,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,5.72,Comprehensive,Petrol,5,78911.0,21.4
Hyderabad,Hatchback,Manual,1,Datsun,Datsun GO,2017,3.07,Zero Dep,Petrol,5,85298.0,19.02
Hyderabad,Sedan,Manual,1,Honda,Honda City,2014,4.54,Third Party,Petrol,5,60529.0,17.4
Hyderabad,Sedan,Manual,2,Skoda,Skoda Rapid,2017,7.75,Comprehensive,Diesel,5,115276.0,21.13
Hyderabad,SUV,Automatic,1,Maruti,Maruti Vitara Brezza,2019,8.5,Third Party insurance,Diesel,5,60000.0,24.3
Hyderabad,SUV,Manual,1,Renault,Renault Duster,2020,9.07,Third Party insurance,Petrol,5,30241.0,16.42
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai Santro,2019,5.09,Comprehensive,Petrol,5,24197.0,20.3
Hyderabad,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLA,2022,48.0,Third Party insurance,Petrol,5,20000.0,18.9
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai i20 N Line,2021,9.4,Third Party,Petrol,5,44981.0,20.0
Hyderabad,Hatchback,Manual,2,Nissan,Nissan Micra,2011,2.27,Comprehensive,Diesel,5,85497.0,23.08
Hyderabad,SUV,Automatic,1,Audi,Audi Q5,2022,62.0,Third Party insurance,Petrol,5,20000.0,13.47
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,6.5,Third Party insurance,Petrol,5,30000.0,21.4
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Swift,2017,5.8,Third Party insurance,Diesel,5,80000.0,28.4
Hyderabad,Hatchback,Automatic,1,Honda,Honda Brio,2017,5.95,Third Party insurance,Petrol,5,41000.0,16.5
Hyderabad,SUV,Automatic,1,Hyundai,Hyundai Creta,2017,11.0,Third Party insurance,Diesel,5,73000.0,17.01
Hyderabad,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2022,7.7,Third Party insurance,Petrol,5,40000.0,22.41
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Swift,2018,6.95,Comprehensive,Petrol,5,27000.0,22.0
Hyderabad,Hatchback,Manual,3,Tata,Tata Tiago,2018,4.96,Comprehensive,Petrol,5,57380.0,23.84
Hyderabad,Sedan,Automatic,1,Hyundai,Hyundai Elantra,2018,12.61,Third Party,Diesel,5,81334.0,18.23
Hyderabad,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2022,8.75,Third Party insurance,CNG,5,70000.0,31.12
Hyderabad,SUV,Manual,1,Tata,Tata Nexon,2021,9.28,Third Party insurance,Diesel,5,32483.0,23.22
Hyderabad,SUV,Manual,2,Maruti,Maruti Vitara Brezza,2016,8.04,Third Party insurance,Diesel,5,71220.0,24.3
Hyderabad,SUV,Manual,1,Kia,Kia Sonet,2021,11.0,Not Available,Petrol,5,17459.0,18.2
Hyderabad,SUV,Manual,1,Maruti,Maruti Brezza,2023,12.75,Comprehensive,Petrol,5,6517.0,17.38
Hyderabad,SUV,Manual,1,Hyundai,Hyundai Creta,2018,9.5,Comprehensive,Diesel,5,70427.0,22.1
Hyderabad,Hatchback,Automatic,1,Maruti,Maruti Alto K10,2018,4.0,Comprehensive,Petrol,5,52306.0,23.95
Hyderabad,Sedan,Automatic,1,Volkswagen,Volkswagen Vento,2015,5.5,Comprehensive,Diesel,5,111670.0,21.21
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Wagon R,2019,4.75,Third Party insurance,Petrol,5,40000.0,21.79
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai i20 Active,2017,7.2,Third Party insurance,Diesel,5,67000.0,21.19
Hyderabad,Sedan,Automatic,1,BMW,BMW 5 Series,2018,40.5,Third Party insurance,Diesel,5,77000.0,20.37
Hyderabad,SUV,Automatic,1,BMW,BMW X5,2016,38.75,Third Party insurance,Diesel,5,71000.0,15.97
Hyderabad,Sedan,Manual,3,Honda,Honda City,2012,4.17,Third Party,Petrol,5,88471.0,16.8
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,5.32,Third Party,Diesel,5,88479.0,24.0
Hyderabad,MUV,Manual,1,Maruti,Maruti XL6,2020,11.5,Third Party insurance,Petrol,6,39000.0,19.01
Hyderabad,Sedan,Automatic,1,Volkswagen,Volkswagen Vento,2018,9.44,Comprehensive,Diesel,5,50003.0,22.15
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,5.01,Comprehensive,Petrol,5,82163.0,18.9
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Baleno,2022,8.5,Third Party insurance,Petrol,5,40000.0,22.35
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Swift,2016,4.72,Third Party insurance,Petrol,5,108560.0,22.38
Hyderabad,SUV,Manual,1,Mahindra,Mahindra XUV500,2014,8.6,Third Party insurance,Diesel,7,70000.0,15.1
Hyderabad,Hatchback,Manual,1,Datsun,Datsun RediGO,2021,4.69,Third Party,Petrol,5,28292.0,21.7
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Alto 800,2017,2.89,Comprehensive,Petrol,5,117467.0,24.7
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,6.9,Third Party insurance,Petrol,5,65000.0,21.4
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai i10,2012,3.21,Third Party,Petrol,5,60541.0,20.36
Hyderabad,SUV,Manual,1,Ford,Ford Ecosport,2015,5.75,Third Party insurance,Petrol,5,60000.0,18.88
Hyderabad,Sedan,Manual,1,Honda,Honda City,2019,8.9,Third Party insurance,Petrol,5,76355.0,17.4
Hyderabad,Hatchback,Automatic,1,Maruti,Maruti S-Presso,2021,5.25,Third Party insurance,Petrol,5,60000.0,21.7
Hyderabad,SUV,Manual,1,Nissan,Nissan Terrano,2019,9.0,Third Party insurance,Diesel,5,50000.0,19.87
Hyderabad,SUV,Manual,1,MG,MG Hector,2019,16.5,Third Party insurance,Diesel,5,96000.0,17.41
Hyderabad,SUV,Manual,1,Mahindra,Mahindra XUV300,2020,11.2,Third Party insurance,Diesel,5,63000.0,20.0
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,5.99,Third Party insurance,Petrol,5,40000.0,20.7
Hyderabad,SUV,Manual,1,Hyundai,Hyundai Venue,2021,10.2,Third Party insurance,Petrol,5,30000.0,18.0
Hyderabad,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,4.43,Comprehensive,Petrol,5,101543.0,22.41
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,6.44,Comprehensive,Petrol,5,66424.0,21.4
Hyderabad,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2020,7.5,Third Party insurance,Petrol,5,120000.0,18.55
Hyderabad,Hatchback,Manual,1,Tata,Tata Tiago,2018,5.19,Third Party insurance,Petrol,5,33433.0,23.84
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,6.95,Third Party insurance,Diesel,5,72169.0,22.54
Hyderabad,Sedan,Automatic,1,Honda,Honda City,2018,9.81,Third Party,Petrol,5,48175.0,18.0
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Celerio,2014,4.25,Third Party insurance,Petrol,5,73452.0,23.1
Hyderabad,SUV,Automatic,1,MG,MG Hector,2020,15.37,Third Party,Petrol,5,54807.0,13.96
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Alto 800,2017,3.23,Comprehensive,Petrol,5,47118.0,22.05
Hyderabad,SUV,Manual,1,Tata,Tata Nexon,2017,7.0,Third Party insurance,Petrol,5,100000.0,17.0
Hyderabad,SUV,Manual,1,Nissan,Nissan Magnite,2021,8.09,Zero Dep,Petrol,5,41192.0,18.75
Hyderabad,SUV,Manual,1,Tata,Tata Harrier,2019,17.85,Third Party insurance,Diesel,5,70000.0,17.0
Hyderabad,SUV,Automatic,1,Ford,Ford Endeavour,2016,26.5,Third Party insurance,Diesel,7,105264.0,10.91
Hyderabad,SUV,Automatic,1,Honda,Honda CR-V,2012,11.95,Third Party insurance,Petrol,5,70000.0,11.1
Hyderabad,SUV,Automatic,1,Land Rover,Land Rover Range Rover Evoque,2017,48.0,Third Party insurance,Diesel,5,50380.0,15.68
Hyderabad,Sedan,Manual,2,Tata,Tata Manza,2010,2.45,Third Party insurance,Diesel,5,80000.0,19.0
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Celerio,2016,4.25,Third Party,Petrol,5,51000.0,23.1
Hyderabad,Hatchback,Manual,1,Renault,Renault KWID,2017,3.85,Third Party insurance,Petrol,5,31846.0,23.01
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2015,5.45,Third Party insurance,Diesel,5,63000.0,24.0
Hyderabad,Hatchback,Manual,2,Hyundai,Hyundai i20,2015,5.88,Comprehensive,Diesel,5,114676.0,22.54
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai i20,2019,7.47,Third Party insurance,Diesel,5,82662.0,22.54
Hyderabad,Hatchback,Manual,2,Maruti,Maruti Alto K10,2014,2.8,Third Party insurance,Petrol,5,50000.0,23.95
Hyderabad,MUV,Manual,1,Renault,Renault Triber,2019,6.33,Third Party,Petrol,7,66518.0,20.0
Hyderabad,Sedan,Manual,1,Honda,Honda City,2017,8.14,Comprehensive,Petrol,5,57927.0,17.8
Hyderabad,Sedan,Manual,1,Maruti,Maruti Ciaz,2019,9.0,Third Party insurance,Petrol,5,40000.0,21.56
Hyderabad,Hatchback,Manual,1,Tata,Tata Tiago,2021,6.05,Comprehensive,Petrol,5,16115.0,19.01
Hyderabad,Hatchback,Manual,2,Hyundai,Hyundai i10,2009,2.7,Not Available,Petrol,5,50829.0,20.36
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2019,6.22,Comprehensive,Petrol,5,25467.0,20.7
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Alto 800,2020,3.17,Third Party,Petrol,5,71071.0,22.05
Hyderabad,Sedan,Manual,1,Hyundai,Hyundai Verna,2016,7.95,Third Party insurance,Petrol,5,55000.0,17.01
Hyderabad,Hatchback,Manual,2,Hyundai,Hyundai i20,2017,6.02,Comprehensive,Petrol,5,55563.0,18.6
Hyderabad,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2015,5.75,Third Party insurance,Petrol,5,54000.0,18.9
Hyderabad,Hatchback,Manual,2,Hyundai,Hyundai i20,2019,6.75,Third Party insurance,Petrol,5,70000.0,18.6
Hyderabad,Sedan,Automatic,1,Volvo,Volvo S60,2017,19.99,Third Party insurance,Diesel,5,54000.0,27.03
Hyderabad,SUV,Automatic,1,Ford,Ford Ecosport,2016,7.5,Third Party insurance,Petrol,5,41000.0,14.7
Hyderabad,Hatchback,Manual,2,Hyundai,Hyundai i20,2011,3.5,Third Party insurance,Petrol,5,70000.0,18.5
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Baleno,2020,7.49,Third Party,Petrol,5,62500.0,21.01
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai Santro,2021,5.5,Third Party insurance,Petrol,5,20000.0,20.3
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,5.99,Comprehensive,Petrol,5,60350.0,18.6
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai i20,2015,5.7,Comprehensive,Petrol,5,52266.0,18.6
Hyderabad,Sedan,Manual,1,Maruti,Maruti Ciaz,2018,8.95,Third Party insurance,Diesel,5,58431.0,28.09
Hyderabad,Sedan,Automatic,1,Honda,Honda City,2017,10.11,Third Party insurance,Petrol,5,41372.0,18.0
Hyderabad,Hatchback,Manual,2,Maruti,Maruti Alto 800,2014,2.67,Third Party insurance,Petrol,5,46863.0,22.05
Hyderabad,Sedan,Automatic,1,Nissan,Nissan Sunny,2014,5.7,Third Party insurance,Petrol,5,66500.0,17.97
Hyderabad,Hatchback,Manual,2,Hyundai,Hyundai i10,2014,3.69,Third Party insurance,Petrol,5,49374.0,19.81
Hyderabad,Sedan,Manual,2,Skoda,Skoda Rapid,2012,3.6,Third Party insurance,Diesel,5,120000.0,20.5
Hyderabad,Hatchback,Manual,1,Tata,Tata Tiago,2021,6.05,Third Party,Petrol,5,62832.0,19.01
Hyderabad,Hatchback,Manual,2,Hyundai,Hyundai i20,2016,5.85,Third Party insurance,Petrol,5,61155.0,18.6
Hyderabad,Hatchback,Automatic,1,BMW,BMW 1 Series,2014,17.99,Third Party insurance,Diesel,5,75000.0,20.58
Hyderabad,Hatchback,Manual,2,Maruti,Maruti Swift,2021,7.23,Third Party insurance,Petrol,5,12045.0,22.38
Hyderabad,Sedan,Manual,1,Maruti,Maruti Ciaz,2020,8.95,Third Party,Petrol,5,60700.0,20.65
Hyderabad,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2013,13.5,Third Party insurance,Diesel,5,85000.0,14.84
Hyderabad,Sedan,Automatic,1,Honda,Honda City,2020,13.2,Third Party insurance,Petrol,5,44276.0,16.4
Hyderabad,Sedan,Automatic,1,Audi,Audi A4,2015,19.99,Third Party insurance,Diesel,5,99000.0,17.11
Hyderabad,Sedan,Automatic,1,Audi,Audi A6,2015,24.99,Third Party insurance,Diesel,5,78000.0,17.68
Hyderabad,Sedan,Automatic,2,Jaguar,Jaguar XF,2013,17.0,Third Party insurance,Diesel,5,70000.0,16.36
Hyderabad,Sedan,Automatic,1,Jaguar,Jaguar XF,2013,18.0,Third Party insurance,Diesel,5,70000.0,16.36
Hyderabad,Sedan,Automatic,1,Jaguar,Jaguar XF,2013,17.5,Third Party insurance,Diesel,5,70000.0,16.36
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Alto 800,2021,4.29,Third Party,Petrol,5,22264.0,22.05
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Ignis,2018,3.76,Third Party insurance,Petrol,5,103763.0,20.89
Hyderabad,SUV,Automatic,1,Volvo,Volvo XC60,2012,10.15,Third Party insurance,Diesel,5,109000.0,14.7
Hyderabad,Hatchback,Manual,2,Hyundai,Hyundai i10,2012,3.12,Third Party insurance,Petrol,5,49043.0,20.36
Hyderabad,Hatchback,Automatic,2,Maruti,Maruti Celerio,2017,4.92,Comprehensive,Petrol,5,70666.0,23.1
Hyderabad,SUV,Automatic,1,Land Rover,Land Rover Range Rover Sport,2011,37.0,Third Party insurance,Diesel,5,128000.0,14.7
Hyderabad,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2018,8.0,Comprehensive,Diesel,5,65815.0,28.4
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Alto,2010,1.65,Third Party insurance,Petrol,5,79000.0,19.7
Hyderabad,Hatchback,Automatic,1,Maruti,Maruti Baleno,2020,8.31,Comprehensive,Petrol,5,48580.0,21.4
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,6.91,Comprehensive,Petrol,5,44646.0,18.6
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Wagon R,2008,1.75,Comprehensive,Petrol,5,71963.0,21.79
Hyderabad,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2017,4.93,Comprehensive,Petrol,5,26678.0,18.9
Hyderabad,Sedan,Manual,1,Honda,Honda City,2015,5.99,Third Party insurance,Diesel,5,152000.0,26.0
Hyderabad,SUV,Automatic,1,Ford,Ford Endeavour,2016,23.95,Third Party insurance,Diesel,7,101000.0,12.62
Hyderabad,Hatchback,Manual,1,Chevrolet,Chevrolet Beat,2012,3.2,Third Party insurance,Diesel,5,41000.0,25.44
Hyderabad,SUV,Manual,1,Toyota,Toyota Fortuner,2018,31.5,Third Party insurance,Diesel,7,109000.0,14.24
Hyderabad,Sedan,Manual,1,Skoda,Skoda Rapid,2017,8.25,Third Party insurance,Diesel,5,83000.0,21.13
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Ritz,2012,3.75,Third Party insurance,Diesel,5,80000.0,23.2
Hyderabad,Hatchback,Manual,3,Maruti,Maruti Swift,2011,3.23,Third Party insurance,Diesel,5,94514.0,22.9
Hyderabad,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,4.87,Third Party insurance,Petrol,5,67037.0,22.41
Hyderabad,SUV,Manual,1,Mahindra,Mahindra Scorpio,2004,2.9,Third Party insurance,Diesel,8,120000.0,10.5
Hyderabad,Hatchback,Manual,2,Toyota,Toyota Glanza,2019,7.09,Comprehensive,Petrol,5,35540.0,22.35
Hyderabad,SUV,Manual,1,Renault,Renault Captur,2019,9.83,Comprehensive,Diesel,5,47627.0,20.37
Hyderabad,Sedan,Automatic,1,Toyota,Toyota Corolla Altis,2009,4.5,Third Party insurance,Petrol,5,98000.0,14.53
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,6.72,Third Party insurance,Petrol,5,55943.0,18.6
Hyderabad,SUV,Automatic,1,Hyundai,Hyundai Creta,2018,13.5,Third Party insurance,Diesel,5,71000.0,17.01
Hyderabad,Hatchback,Automatic,1,Maruti,Maruti Celerio,2018,4.57,Third Party insurance,Petrol,5,117924.0,23.1
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,3.11,Comprehensive,Petrol,5,92195.0,18.9
Hyderabad,Sedan,Automatic,3,Hyundai,Hyundai Sonata,2003,1.5,Third Party insurance,Petrol,5,40000.0,11.0
Hyderabad,Hatchback,Automatic,1,Maruti,Maruti Swift,2018,6.23,Comprehensive,Petrol,5,49009.0,22.56
Hyderabad,SUV,Automatic,1,Kia,Kia Sonet,2020,10.9,Comprehensive,Petrol,5,31650.0,18.3
Hyderabad,MUV,Manual,1,Kia,Kia Carens,2022,16.0,Third Party insurance,Petrol,7,20000.0,16.2
Hyderabad,Hatchback,Manual,1,Hyundai,Hyundai i10,2009,2.0,Third Party insurance,Petrol,5,70000.0,20.36
Hyderabad,Sedan,Automatic,1,Hyundai,Hyundai Verna,2018,9.25,Comprehensive,Diesel,5,39000.0,18.0
Hyderabad,SUV,Automatic,1,Mahindra,Mahindra XUV300,2022,11.5,Third Party insurance,Petrol,5,10000.0,16.5
Hyderabad,SUV,Automatic,1,Hyundai,Hyundai Creta,2018,11.5,Comprehensive,Diesel,5,93615.0,17.01
Hyderabad,MUV,Manual,1,Toyota,Toyota Innova Crysta,2022,25.5,Third Party insurance,Petrol,7,6400.0,8.0
Hyderabad,Sedan,Manual,2,Maruti,Maruti Ciaz,2022,8.95,Comprehensive,Petrol,5,16727.0,20.65
Hyderabad,SUV,Manual,3,Hyundai,Hyundai Creta,2019,10.09,Third Party insurance,Petrol,5,63334.0,15.8
Hyderabad,SUV,Manual,1,Nissan,Nissan Magnite,2021,10.5,Comprehensive,Petrol,5,14000.0,20.0
Hyderabad,Hatchback,Manual,1,Maruti,Maruti Ignis,2018,4.41,Third Party insurance,Petrol,5,96540.0,20.89
Hyderabad,Sedan,Automatic,1,Toyota,Toyota Yaris,2018,7.59,Third Party insurance,Petrol,5,92585.0,17.8
Hyderabad,SUV,Manual,1,Ford,Ford Ecosport,2014,4.25,Third Party insurance,Petrol,5,53861.0,15.8
Hyderabad,Hatchback,Manual,2,Maruti,Maruti Wagon R,2012,3.06,Third Party insurance,Petrol,5,65761.0,18.9
Hyderabad,Sedan,Manual,2,Volkswagen,Volkswagen Vento,2015,6.0,Third Party insurance,Diesel,5,67000.0,22.27
Hyderabad,SUV,Manual,2,Jeep,Jeep Compass,2018,13.85,Third Party,Diesel,5,122100.0,17.1
Hyderabad,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2017,7.36,Comprehensive,Diesel,5,53873.0,28.4
Hyderabad,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2019,8.4,Third Party insurance,Diesel,5,60000.0,24.3
